soil,temperature,humidity,rainfall,ph,season,region,irrigation,crop
Clay,24.02,72.5,250.63,6.34,Kharif,South,Medium,Rice
Loamy,22.77,62.61,87.53,6.93,Rabi,North,Medium,Wheat
Loamy,22.21,42.07,50.35,6.7,Rabi,North,Low,Mustard
Loamy,28.4,62.31,165.11,7.35,Zaid,South,High,Sugarcane
Black,23.33,60.41,115.39,6.69,Kharif,Central,Medium,Soybean
Red,34.07,45.15,54.3,6.92,Kharif,South,Low,Millet
Sandy,24.9,45.63,100.76,6.05,Kharif,South,Medium,Groundnut
Clay,23.12,77.69,188.47,6.26,Kharif,South,High,Rice
Black,21.8,63.41,75.69,6.17,Kharif,Central,Medium,Soybean
Sandy,20.36,56.55,110.16,6.28,Kharif,North,Medium,Maize
Black,25.37,64.36,96.17,6.17,Kharif,Central,Medium,Soybean
Loamy,26.4,65.9,54.51,7.43,Kharif,West,Low,Cotton
Sandy,23.06,55.04,61.54,6.95,Kharif,West,Low,Groundnut
Black,21.68,63.85,71.28,7.23,Kharif,Central,Low,Cotton
Sandy,25.85,46.78,51.19,6.73,Kharif,West,Low,Millet
Sandy,28.72,50.28,74.29,7.31,Kharif,South,Medium,Maize
Loamy,22.54,59.63,87.12,6.16,Kharif,North,Medium,Maize
Clay,26.39,87.17,277.63,5.17,Kharif,North,Medium,Rice
Sandy,22.54,71.29,79.34,6.74,Zaid,South,Medium,Maize
Loamy,16.55,48.8,44.63,6.12,Rabi,North,Low,Mustard
Black,31.82,51.78,79.66,6.23,Kharif,South,Low,Cotton
Red,22.47,56.78,84.52,7.18,Zaid,South,Low,Groundnut
Clay,25.66,76.55,233.12,6.23,Kharif,East,High,Rice
Clay,30.05,74.18,159.59,7.46,Zaid,East,High,Sugarcane
Red,31.89,58.39,81.51,6.78,Zaid,West,Low,Groundnut
Sandy,24.25,48.26,83.7,6.64,Kharif,South,Low,Millet
Loamy,26.91,57.65,79.13,7.16,Kharif,West,Medium,Soybean
Clay,22.22,62.49,73.75,6.8,Rabi,Central,Low,Wheat
Black,23.0,49.83,72.4,7.88,Kharif,West,Medium,Cotton
Loamy,29.52,80.82,219.84,6.61,Kharif,South,High,Rice
Red,32.16,40.95,88.84,5.96,Kharif,West,Low,Millet
Black,24.42,66.36,52.07,7.36,Kharif,West,Low,Cotton
Loamy,14.15,58.46,50.37,7.12,Rabi,North,Medium,Barley
Clay,26.31,82.52,230.49,5.92,Kharif,South,Medium,Rice
Sandy,23.28,42.22,61.19,6.7,Rabi,North,Low,Mustard
Loamy,19.67,45.05,119.54,6.42,Rabi,Central,Medium,Wheat
Sandy,26.69,52.4,65.07,6.54,Kharif,Central,Low,Millet
Loamy,12.42,51.02,42.94,7.48,Rabi,North,Low,Barley
Sandy,28.32,66.21,93.62,5.88,Kharif,Central,Medium,Maize
Loamy,12.43,55.69,119.55,7.44,Rabi,West,Medium,Wheat
Loamy,27.53,88.72,289.24,5.86,Kharif,East,High,Rice
Loamy,10.17,40.04,65.53,6.61,Rabi,West,Low,Barley
Loamy,26.33,70.72,314.37,5.19,Kharif,East,High,Rice
Sandy,21.29,56.37,70.8,7.39,Kharif,South,Medium,Maize
Sandy,24.44,57.95,54.41,6.16,Kharif,Central,Low,Millet
Loamy,28.92,57.38,105.51,6.08,Zaid,South,Medium,Maize
Sandy,13.82,41.43,53.35,6.98,Rabi,West,Low,Mustard
Loamy,24.45,66.82,98.83,6.43,Kharif,West,Medium,Soybean
Black,31.96,50.16,61.2,6.89,Kharif,Central,Medium,Cotton
Red,32.63,48.87,48.43,6.72,Kharif,West,Low,Millet
Sandy,25.81,52.9,130.81,6.48,Zaid,North,Medium,Maize
Black,26.74,49.2,94.45,7.53,Kharif,West,Medium,Cotton
Sandy,22.58,50.9,36.45,7.14,Rabi,Central,Low,Mustard
Sandy,24.99,74.84,139.22,6.55,Kharif,South,Medium,Maize
Black,23.44,64.1,79.78,7.82,Kharif,Central,Medium,Cotton
Loamy,17.78,64.19,95.68,6.74,Rabi,North,Low,Wheat
Clay,28.72,75.62,272.32,6.31,Kharif,East,Medium,Rice
Loamy,21.64,64.67,75.98,6.76,Kharif,South,Low,Cotton
Clay,15.06,57.51,72.43,7.46,Rabi,West,Medium,Wheat
Sandy,27.79,49.76,60.4,5.8,Kharif,West,Low,Millet
Sandy,15.24,48.07,40.42,7.07,Rabi,Central,Low,Mustard
Loamy,19.04,48.33,65.69,7.35,Rabi,Central,Low,Mustard
Clay,15.55,52.43,78.34,7.14,Rabi,North,Low,Wheat
Red,29.6,40.04,36.18,7.14,Kharif,Central,Low,Millet
Clay,26.78,79.48,135.11,7.45,Kharif,North,High,Sugarcane
Loamy,14.94,48.23,115.8,7.33,Rabi,North,Low,Wheat
Loamy,26.32,55.78,98.9,6.51,Kharif,South,Low,Cotton
Red,23.17,50.75,88.47,7.09,Zaid,South,Low,Groundnut
Loamy,15.89,48.14,58.67,7.33,Rabi,Central,Low,Mustard
Loamy,28.46,54.7,98.74,7.36,Kharif,West,Medium,Cotton
Loamy,29.81,72.21,319.58,6.58,Kharif,North,High,Rice
Sandy,28.38,64.09,93.62,6.74,Kharif,West,Medium,Groundnut
Clay,26.77,70.98,113.45,6.93,Kharif,North,High,Sugarcane
Loamy,16.23,49.59,79.92,7.82,Rabi,North,Medium,Barley
Clay,28.44,77.36,143.86,6.29,Zaid,North,High,Sugarcane
Sandy,28.92,43.15,46.28,6.8,Kharif,West,Low,Millet
Clay,17.41,56.36,82.33,6.99,Rabi,North,Medium,Wheat
Sandy,17.96,49.6,85.26,7.02,Rabi,West,Low,Barley
Loamy,14.63,49.17,102.6,6.18,Rabi,West,Low,Wheat
Loamy,14.92,46.98,102.75,7.32,Rabi,Central,Medium,Wheat
Clay,22.66,79.1,252.25,5.56,Kharif,East,High,Rice
Loamy,24.4,71.71,118.45,6.1,Kharif,Central,Medium,Soybean
Black,20.31,74.2,81.82,6.53,Kharif,Central,Medium,Soybean
Sandy,26.98,56.18,61.16,6.22,Zaid,West,Medium,Groundnut
Clay,12.48,53.99,112.47,7.12,Rabi,North,Low,Wheat
Loamy,22.25,81.1,268.76,5.19,Kharif,North,High,Rice
Loamy,28.81,83.39,195.78,7.02,Zaid,East,High,Sugarcane
Loamy,24.78,84.06,268.73,6.77,Kharif,East,Medium,Rice
Clay,28.94,81.62,207.97,6.45,Kharif,South,High,Rice
Loamy,22.7,73.54,115.47,7.24,Kharif,East,High,Sugarcane
Red,28.69,61.76,83.95,6.96,Kharif,South,Low,Groundnut
Red,29.83,46.6,51.35,6.17,Zaid,South,Low,Groundnut
Loamy,14.01,51.58,32.94,7.16,Rabi,West,Low,Mustard
Black,28.92,47.65,63.55,7.65,Kharif,Central,Medium,Cotton
Black,29.68,62.42,101.54,6.07,Kharif,South,Medium,Cotton
Loamy,25.47,81.82,183.19,6.73,Kharif,South,High,Rice
Sandy,21.55,52.94,70.29,6.33,Rabi,West,Low,Mustard
Loamy,22.89,57.39,82.4,6.25,Kharif,West,Medium,Soybean
Clay,23.48,88.72,241.31,5.69,Kharif,East,High,Rice
Sandy,29.59,53.68,106.81,6.8,Kharif,West,Low,Groundnut
Loamy,22.97,63.05,82.37,5.56,Kharif,Central,Medium,Maize
Loamy,24.64,48.38,57.02,6.03,Kharif,West,Low,Cotton
Red,27.37,35.87,46.87,6.82,Kharif,West,Low,Millet
Sandy,27.57,49.68,87.38,7.47,Zaid,South,Low,Groundnut
Sandy,29.91,58.54,73.03,6.54,Zaid,South,Medium,Maize
Loamy,14.55,56.43,62.12,7.51,Rabi,West,Medium,Barley
Loamy,12.13,57.63,50.49,6.18,Rabi,West,Medium,Barley
Red,27.48,52.1,93.37,6.57,Kharif,South,Low,Groundnut
Loamy,32.47,57.47,52.03,7.3,Kharif,West,Low,Cotton
Clay,23.39,51.96,56.34,6.34,Rabi,Central,Medium,Wheat
Clay,30.97,70.58,213.72,5.26,Kharif,North,Medium,Rice
Loamy,13.24,62.32,91.25,6.54,Rabi,North,Low,Wheat
Black,28.55,57.03,84.29,5.91,Kharif,West,Medium,Cotton
Sandy,19.82,58.8,105.26,6.33,Kharif,Central,Medium,Maize
Loamy,23.12,67.83,119.17,6.02,Kharif,Central,Medium,Soybean
Loamy,14.49,50.06,52.1,6.18,Rabi,West,Medium,Wheat
Clay,31.09,83.99,217.22,6.74,Kharif,North,High,Rice
Red,23.37,53.71,103.5,6.05,Zaid,South,Low,Groundnut
Loamy,12.64,46.53,46.78,6.17,Rabi,West,Low,Mustard
Sandy,21.23,58.02,103.78,6.62,Kharif,South,Medium,Maize
Red,29.37,38.74,51.0,6.93,Kharif,West,Low,Millet
Sandy,26.6,47.52,62.43,6.6,Kharif,West,Low,Millet
Clay,29.94,77.6,198.38,6.87,Kharif,South,High,Sugarcane
Loamy,22.95,84.51,191.83,6.68,Kharif,North,High,Rice
Red,23.28,64.52,62.1,6.2,Kharif,West,Medium,Groundnut
Loamy,19.57,51.95,96.38,7.01,Rabi,Central,Low,Wheat
Sandy,23.4,56.06,61.87,7.27,Zaid,South,Medium,Groundnut
Red,34.97,57.91,65.12,7.43,Kharif,West,Low,Millet
Loamy,20.7,58.91,131.55,7.34,Kharif,Central,Medium,Soybean
Loamy,12.04,39.65,64.13,6.28,Rabi,Central,Low,Mustard
Loamy,15.7,47.55,88.52,7.06,Rabi,North,Medium,Wheat
Black,20.31,67.92,128.75,7.01,Kharif,West,Medium,Soybean
Loamy,29.6,81.02,192.22,7.13,Kharif,North,High,Sugarcane
Loamy,22.73,70.26,90.23,6.56,Kharif,North,Medium,Maize
Sandy,24.65,35.11,64.5,6.44,Rabi,North,Low,Mustard
Clay,25.1,85.55,316.06,5.9,Kharif,East,High,Rice
Sandy,21.1,49.61,52.99,6.48,Rabi,North,Low,Barley
Red,28.43,61.64,78.55,7.23,Kharif,South,Low,Groundnut
Clay,31.42,64.41,106.22,7.36,Kharif,North,High,Sugarcane
Black,25.46,56.51,123.44,6.46,Kharif,West,Medium,Soybean
Loamy,17.76,35.87,60.67,7.01,Rabi,West,Low,Mustard
Black,31.51,52.32,103.36,7.48,Kharif,South,Low,Cotton
Black,27.03,55.2,120.09,6.18,Kharif,West,Medium,Soybean
Loamy,32.99,84.01,115.35,6.63,Zaid,South,High,Sugarcane
Sandy,21.6,54.07,48.08,7.17,Rabi,West,Low,Barley
Clay,13.55,50.5,59.71,6.43,Rabi,North,Low,Wheat
Sandy,29.57,47.17,66.05,6.37,Kharif,West,Low,Millet
Black,29.99,56.57,75.19,6.06,Kharif,South,Medium,Cotton
Sandy,29.54,58.05,60.44,6.38,Kharif,Central,Low,Millet
Loamy,22.71,60.63,130.35,6.04,Zaid,Central,Medium,Maize
Clay,30.56,81.3,199.88,7.31,Kharif,East,High,Sugarcane
Sandy,11.53,53.99,64.22,7.84,Rabi,West,Medium,Barley
Sandy,14.71,43.37,58.17,7.72,Rabi,North,Low,Mustard
Sandy,12.21,49.91,47.62,6.32,Rabi,West,Low,Barley
Loamy,21.9,63.04,94.49,6.7,Zaid,Central,Medium,Maize
Sandy,19.09,60.59,134.41,6.5,Zaid,Central,Medium,Maize
Sandy,24.09,68.09,129.55,6.76,Zaid,Central,Medium,Maize
Loamy,23.06,89.98,273.2,6.17,Kharif,North,Medium,Rice
Sandy,15.74,48.8,37.64,7.17,Rabi,Central,Low,Mustard
Loamy,20.09,69.94,94.19,6.84,Kharif,Central,Medium,Soybean
Loamy,31.14,65.93,54.85,7.74,Kharif,West,Medium,Cotton
Loamy,11.7,47.32,42.43,6.06,Rabi,North,Medium,Barley
Loamy,23.23,62.08,72.56,6.82,Rabi,Central,Medium,Wheat
Loamy,13.42,54.87,31.36,7.72,Rabi,West,Low,Mustard
Clay,23.76,63.46,183.84,7.75,Kharif,South,High,Sugarcane
Loamy,27.55,86.04,309.46,6.48,Kharif,East,High,Rice
Loamy,21.59,50.99,118.28,5.59,Zaid,North,Medium,Maize
Loamy,20.87,60.64,171.95,6.13,Kharif,East,High,Sugarcane
Sandy,28.78,43.05,65.52,5.55,Kharif,Central,Low,Millet
Clay,31.22,75.11,201.62,6.73,Zaid,North,High,Sugarcane
Loamy,14.81,47.58,75.21,6.64,Rabi,North,Low,Mustard
Loamy,29.02,82.96,271.34,5.57,Kharif,East,Medium,Rice
Sandy,34.08,46.37,34.98,6.66,Kharif,South,Low,Millet
Black,25.19,73.15,122.77,6.59,Kharif,West,Medium,Soybean
Sandy,22.4,45.93,26.23,7.01,Rabi,Central,Low,Mustard
Loamy,10.4,47.66,63.72,6.51,Rabi,North,Low,Barley
Black,22.3,66.11,60.5,7.48,Kharif,South,Low,Cotton
Loamy,21.56,64.95,94.83,7.04,Kharif,Central,Medium,Soybean
Loamy,21.96,37.33,56.58,6.34,Rabi,Central,Low,Mustard
Loamy,26.88,74.27,142.64,6.86,Kharif,Central,Medium,Soybean
Loamy,25.39,71.55,96.92,7.0,Kharif,West,Medium,Soybean
Loamy,26.71,81.3,287.1,6.14,Kharif,South,Medium,Rice
Sandy,29.64,69.62,137.41,7.18,Kharif,North,Medium,Maize
Loamy,28.9,69.79,96.87,5.66,Zaid,Central,Medium,Maize
Loamy,31.96,60.37,79.73,7.16,Kharif,West,Medium,Cotton
Loamy,31.66,81.92,310.62,6.45,Kharif,South,High,Rice
Red,33.34,43.27,41.71,6.03,Kharif,Central,Low,Millet
Loamy,18.63,46.94,109.21,6.93,Rabi,West,Low,Wheat
Loamy,21.51,74.3,116.65,6.72,Kharif,North,Medium,Maize
Clay,28.46,84.66,180.64,7.28,Kharif,South,High,Sugarcane
Sandy,17.73,57.67,51.77,6.99,Rabi,West,Medium,Barley
Clay,14.03,63.73,63.15,6.16,Rabi,West,Medium,Wheat
Black,26.13,68.36,143.12,6.57,Kharif,West,Medium,Soybean
Loamy,31.13,46.66,101.75,7.64,Kharif,West,Medium,Cotton
Loamy,29.08,79.46,149.83,6.49,Zaid,North,High,Sugarcane
Red,27.79,60.85,65.77,6.18,Zaid,West,Medium,Groundnut
Red,29.13,49.5,94.33,7.07,Zaid,West,Low,Groundnut
Black,28.69,59.08,78.37,7.24,Kharif,West,Medium,Cotton
Sandy,10.1,54.11,72.76,6.52,Rabi,West,Low,Mustard
Loamy,26.15,78.35,204.11,7.37,Zaid,East,High,Sugarcane
Clay,23.1,68.12,102.79,6.28,Kharif,South,High,Sugarcane
Red,33.45,41.07,51.65,6.93,Kharif,West,Low,Millet
Red,30.41,57.5,76.97,6.59,Zaid,South,Low,Groundnut
Red,25.23,38.31,34.65,7.25,Kharif,West,Low,Millet
Sandy,21.06,36.9,57.72,7.18,Rabi,Central,Low,Mustard
Clay,22.65,52.89,72.34,6.91,Rabi,West,Low,Wheat
Sandy,26.43,47.66,83.33,7.08,Kharif,Central,Low,Millet
Black,25.81,71.32,138.9,7.23,Kharif,Central,Medium,Soybean
Clay,13.52,60.92,88.2,6.82,Rabi,Central,Low,Wheat
Black,22.23,70.7,146.79,6.74,Kharif,Central,Medium,Soybean
Loamy,29.29,54.18,110.13,6.15,Kharif,South,Medium,Maize
Sandy,20.69,50.31,30.22,7.53,Rabi,West,Low,Mustard
Loamy,23.67,70.45,192.61,6.3,Kharif,North,High,Rice
Black,32.57,62.1,88.59,7.23,Kharif,South,Medium,Cotton
Sandy,19.84,56.16,127.37,6.16,Kharif,Central,Medium,Maize
Loamy,20.47,52.06,48.82,7.11,Rabi,North,Low,Barley
Loamy,27.29,68.5,198.61,6.28,Kharif,North,High,Sugarcane
Sandy,26.94,48.34,81.89,6.91,Kharif,South,Low,Groundnut
Sandy,14.49,41.43,71.98,7.61,Rabi,Central,Low,Mustard
Black,25.74,69.95,83.96,7.4,Kharif,Central,Medium,Soybean
Red,30.55,54.58,69.34,6.88,Kharif,South,Low,Millet
Loamy,22.73,57.93,62.04,7.34,Rabi,North,Medium,Wheat
Loamy,23.05,51.83,53.51,6.51,Rabi,North,Low,Wheat
Black,20.58,66.96,104.33,7.06,Kharif,West,Medium,Soybean
Clay,26.48,77.85,191.21,6.36,Kharif,East,High,Rice
Loamy,14.77,52.46,86.15,7.97,Rabi,North,Low,Barley
Sandy,17.67,44.98,40.97,6.81,Rabi,North,Medium,Barley
Black,26.75,58.92,105.84,5.88,Kharif,Central,Low,Cotton
Loamy,11.25,42.68,43.48,6.99,Rabi,North,Low,Barley
Clay,22.84,78.32,185.83,5.89,Kharif,South,High,Rice
Loamy,25.37,65.37,93.38,6.64,Zaid,South,Medium,Maize
Sandy,17.68,50.92,46.2,6.79,Rabi,West,Low,Barley
Loamy,13.26,41.07,54.14,7.43,Rabi,West,Low,Mustard
Sandy,13.32,42.38,48.62,6.23,Rabi,Central,Low,Mustard
Loamy,24.85,74.63,171.57,6.57,Zaid,North,High,Sugarcane
Red,24.74,58.35,94.8,6.71,Kharif,South,Medium,Groundnut
Loamy,23.28,74.64,138.8,7.31,Kharif,South,Medium,Maize
Black,25.58,52.64,65.05,6.6,Kharif,West,Medium,Cotton
Loamy,27.39,63.84,51.89,6.12,Kharif,South,Low,Cotton
Clay,22.47,48.85,65.46,6.98,Rabi,Central,Medium,Wheat
Sandy,29.12,40.21,78.71,7.33,Kharif,Central,Low,Millet
Loamy,21.49,50.41,111.94,7.0,Rabi,West,Medium,Wheat
Sandy,13.33,38.94,45.56,7.09,Rabi,North,Low,Mustard
Black,22.1,64.02,115.85,7.5,Kharif,Central,Medium,Soybean
Loamy,22.61,45.72,70.25,6.99,Rabi,North,Low,Mustard
Red,23.57,46.92,88.41,6.92,Kharif,West,Medium,Groundnut
Loamy,22.56,75.61,226.78,5.31,Kharif,North,High,Rice
Loamy,21.11,57.12,129.2,6.08,Kharif,West,Medium,Soybean
Clay,28.74,71.9,174.51,6.74,Zaid,South,High,Sugarcane
Loamy,22.01,62.68,81.72,6.83,Kharif,West,Medium,Soybean
Clay,18.24,53.16,56.59,7.33,Rabi,West,Medium,Wheat
Sandy,23.25,53.24,101.1,6.37,Zaid,South,Low,Groundnut
Loamy,20.07,40.97,37.16,7.23,Rabi,Central,Low,Mustard
Loamy,11.53,42.49,68.43,6.47,Rabi,West,Medium,Barley
Loamy,20.38,73.84,183.99,7.17,Kharif,East,High,Sugarcane
Loamy,13.09,52.4,63.35,6.74,Rabi,West,Low,Barley
Red,24.04,50.92,102.54,6.44,Kharif,West,Low,Groundnut
Loamy,25.78,65.01,101.22,6.14,Kharif,West,Low,Cotton
Loamy,33.7,53.44,86.66,7.14,Kharif,Central,Medium,Cotton
Loamy,21.03,47.51,83.75,6.33,Rabi,North,Low,Barley
Loamy,29.35,55.87,105.4,6.43,Kharif,West,Low,Cotton
Clay,31.74,74.07,184.0,7.35,Kharif,East,High,Sugarcane
Red,30.46,52.5,69.62,7.07,Zaid,West,Medium,Groundnut
Sandy,19.19,57.54,65.98,7.66,Rabi,West,Medium,Barley
Loamy,30.65,84.79,292.12,5.09,Kharif,North,Medium,Rice
Loamy,17.77,48.39,48.74,6.06,Rabi,North,Medium,Barley
Loamy,19.06,40.74,67.69,7.15,Rabi,West,Medium,Barley
Loamy,25.48,87.07,221.85,6.06,Kharif,South,High,Rice
Clay,23.16,76.4,139.3,7.11,Kharif,North,High,Sugarcane
Clay,28.54,63.23,197.96,7.29,Zaid,East,High,Sugarcane
Sandy,18.26,62.88,87.59,6.34,Zaid,North,Medium,Maize
Clay,18.1,53.73,119.64,6.73,Rabi,West,Low,Wheat
Clay,23.08,83.39,100.48,6.26,Kharif,North,High,Sugarcane
Sandy,31.58,51.09,79.68,7.22,Kharif,Central,Low,Millet
Loamy,19.28,57.01,76.67,7.12,Rabi,North,Low,Barley
Red,29.83,44.1,58.95,7.35,Kharif,West,Low,Millet
Loamy,24.37,84.92,294.32,5.19,Kharif,East,Medium,Rice
Sandy,25.53,47.36,106.66,6.66,Kharif,West,Medium,Groundnut
Loamy,22.56,69.43,87.31,7.24,Kharif,West,Medium,Soybean
Red,26.3,36.15,57.76,7.13,Kharif,Central,Low,Millet
Sandy,12.24,50.62,82.31,6.14,Rabi,West,Low,Barley
Clay,30.93,85.57,207.25,5.84,Kharif,North,High,Rice
Black,28.3,59.08,145.52,6.23,Kharif,Central,Medium,Soybean
Clay,18.45,57.52,64.13,7.2,Rabi,Central,Low,Wheat
Black,20.47,65.71,149.63,7.45,Kharif,Central,Medium,Soybean
Loamy,14.32,46.0,45.06,7.64,Rabi,West,Low,Mustard
Loamy,30.3,55.93,95.37,7.99,Kharif,South,Medium,Cotton
Black,24.43,68.16,104.15,7.1,Kharif,Central,Medium,Soybean
Loamy,18.4,46.44,82.86,6.44,Rabi,West,Low,Barley
Sandy,28.64,54.86,72.78,7.33,Kharif,South,Medium,Groundnut
Sandy,19.54,69.52,135.08,6.96,Zaid,Central,Medium,Maize
Black,22.48,61.19,89.95,6.4,Kharif,West,Medium,Soybean
Loamy,26.54,64.09,99.65,5.61,Kharif,South,Medium,Maize
Loamy,12.61,56.89,70.63,7.0,Rabi,Central,Low,Wheat
Clay,32.82,67.8,217.87,7.74,Kharif,East,High,Sugarcane
Loamy,25.18,80.09,302.5,6.53,Kharif,South,Medium,Rice
Loamy,27.98,70.54,139.5,6.44,Kharif,West,Medium,Soybean
Loamy,12.85,40.28,44.76,6.91,Rabi,North,Medium,Barley
Loamy,20.2,59.63,73.6,7.54,Rabi,North,Medium,Barley
Loamy,25.68,49.15,77.07,6.69,Kharif,South,Low,Cotton
Red,30.35,52.99,40.67,6.96,Kharif,South,Low,Millet
Loamy,31.28,62.17,105.33,7.8,Zaid,East,High,Sugarcane
Sandy,27.79,51.69,100.98,6.02,Kharif,South,Medium,Maize
Black,33.23,62.34,52.4,5.86,Kharif,South,Low,Cotton
Sandy,20.03,55.29,67.2,5.74,Kharif,South,Medium,Maize
Loamy,29.17,78.99,218.11,5.17,Kharif,South,Medium,Rice
Loamy,23.48,61.46,194.8,6.92,Kharif,North,High,Sugarcane
Clay,30.31,73.07,205.1,6.08,Kharif,North,Medium,Rice
Red,30.93,54.69,45.05,6.76,Kharif,South,Low,Millet
Loamy,13.41,41.41,74.16,6.0,Rabi,North,Medium,Barley
Red,27.58,45.3,101.67,6.93,Zaid,South,Medium,Groundnut
Loamy,24.45,57.42,64.85,6.24,Zaid,North,Medium,Maize
Red,33.24,56.98,67.77,6.77,Kharif,South,Low,Millet
Loamy,28.25,53.41,59.42,5.83,Kharif,West,Medium,Cotton
Loamy,21.54,54.14,89.78,6.59,Rabi,North,Medium,Barley
Black,28.86,68.62,141.65,6.23,Kharif,Central,Medium,Soybean
Loamy,17.01,47.37,105.63,7.26,Rabi,North,Medium,Wheat
Sandy,19.84,40.06,70.98,7.87,Rabi,North,Medium,Barley
Loamy,34.28,54.53,102.54,7.97,Kharif,South,Low,Cotton
Loamy,13.79,64.23,62.49,6.3,Rabi,Central,Low,Wheat
Red,25.51,35.11,41.58,5.97,Kharif,Central,Low,Millet
Sandy,27.14,46.33,81.39,6.96,Kharif,Central,Low,Millet
Loamy,20.1,74.91,131.68,6.34,Kharif,North,High,Sugarcane
Loamy,29.27,75.77,212.78,7.73,Kharif,East,High,Sugarcane
Clay,25.98,82.53,111.8,6.08,Kharif,East,High,Sugarcane
Sandy,15.47,47.52,51.51,7.52,Rabi,Central,Low,Mustard
Clay,25.02,82.61,230.65,5.16,Kharif,South,High,Rice
Loamy,24.99,74.83,225.15,5.28,Kharif,South,Medium,Rice
Red,30.04,48.74,66.16,5.61,Kharif,West,Low,Millet
Black,26.34,72.28,73.29,6.22,Kharif,Central,Medium,Soybean
Loamy,24.89,38.23,57.97,7.67,Rabi,North,Low,Mustard
Clay,14.37,60.56,110.24,6.37,Rabi,North,Low,Wheat
Black,26.97,70.67,85.12,6.36,Kharif,Central,Medium,Soybean
Sandy,15.85,41.39,79.99,7.38,Rabi,Central,Low,Mustard
Loamy,25.13,68.78,162.96,7.59,Kharif,East,High,Sugarcane
Clay,21.01,60.87,64.84,7.39,Rabi,West,Low,Wheat
Loamy,20.7,71.17,91.94,5.57,Kharif,North,Medium,Maize
Black,33.5,45.07,67.93,7.02,Kharif,South,Medium,Cotton
Red,27.02,57.33,103.9,7.05,Zaid,South,Medium,Groundnut
Sandy,31.43,55.16,78.32,6.52,Kharif,South,Medium,Groundnut
Sandy,31.2,58.02,56.64,6.72,Zaid,West,Low,Groundnut
Black,23.93,59.7,63.95,5.94,Kharif,West,Low,Cotton
Loamy,23.58,67.33,98.12,7.12,Kharif,Central,Medium,Soybean
Loamy,33.63,66.94,107.58,6.3,Kharif,Central,Low,Cotton
Clay,13.26,63.08,110.59,7.2,Rabi,West,Medium,Wheat
Loamy,27.01,73.05,277.48,5.8,Kharif,East,High,Rice
Black,29.94,64.3,139.28,6.37,Kharif,West,Medium,Soybean
Black,22.18,64.36,85.4,6.04,Kharif,Central,Medium,Cotton
Loamy,28.71,66.94,154.11,7.5,Zaid,South,High,Sugarcane
Red,26.16,60.76,58.92,6.69,Kharif,West,Medium,Groundnut
Black,21.76,58.85,81.65,6.86,Kharif,West,Medium,Soybean
Red,23.29,62.38,71.54,6.65,Zaid,South,Low,Groundnut
Red,28.13,35.95,47.57,5.75,Kharif,Central,Low,Millet
Loamy,21.02,54.99,56.82,7.46,Rabi,West,Low,Mustard
Sandy,23.98,66.07,129.37,7.5,Kharif,South,Medium,Maize
Sandy,20.1,58.31,55.16,6.31,Rabi,West,Medium,Barley
Loamy,14.11,47.69,110.22,6.48,Rabi,West,Medium,Wheat
Clay,26.73,75.34,226.42,5.94,Kharif,South,Medium,Rice
Loamy,32.28,51.18,83.35,6.45,Kharif,Central,Medium,Cotton
Loamy,12.54,50.67,75.26,7.67,Rabi,North,Low,Mustard
Clay,12.53,53.03,72.68,7.42,Rabi,North,Low,Wheat
Clay,22.14,74.59,198.46,6.22,Kharif,North,High,Rice
Sandy,21.41,55.96,84.35,6.77,Rabi,North,Medium,Barley
Loamy,25.8,56.63,104.77,6.27,Kharif,Central,Medium,Soybean
Loamy,21.36,65.9,54.6,6.23,Kharif,South,Medium,Cotton
Sandy,22.12,53.84,78.32,6.56,Zaid,South,Medium,Groundnut
Loamy,22.28,49.28,33.47,6.09,Rabi,Central,Low,Mustard
Clay,33.47,62.12,200.33,7.68,Kharif,North,High,Sugarcane
Loamy,23.52,46.97,54.07,7.6,Rabi,Central,Low,Mustard
Clay,30.58,75.24,120.66,6.98,Zaid,East,High,Sugarcane
Sandy,24.57,45.07,108.0,7.3,Kharif,South,Medium,Groundnut
Sandy,26.69,59.93,72.74,6.64,Zaid,West,Low,Groundnut
Loamy,13.91,53.24,41.99,7.75,Rabi,North,Low,Mustard
Loamy,18.96,40.39,53.66,6.94,Rabi,West,Medium,Barley
Loamy,19.22,63.71,82.73,6.3,Rabi,West,Medium,Wheat
Red,25.89,39.26,57.55,5.84,Kharif,West,Low,Millet
Sandy,15.17,45.97,78.16,6.49,Rabi,West,Low,Barley
Sandy,26.69,58.67,95.64,6.44,Zaid,South,Low,Groundnut
Red,28.49,49.87,56.17,6.66,Kharif,South,Low,Millet
Sandy,30.96,39.74,85.16,5.71,Kharif,West,Low,Millet
Loamy,23.8,53.39,86.02,6.02,Rabi,Central,Medium,Wheat
Sandy,22.31,38.94,68.23,7.27,Rabi,North,Low,Mustard
Loamy,34.98,57.31,53.68,7.11,Kharif,South,Medium,Cotton
Red,25.83,50.22,107.12,6.62,Kharif,South,Medium,Groundnut
Sandy,29.02,62.62,53.1,7.46,Zaid,South,Medium,Groundnut
Loamy,22.58,77.33,255.53,5.61,Kharif,North,Medium,Rice
Loamy,21.95,80.2,181.26,6.35,Zaid,North,High,Sugarcane
Sandy,31.1,53.77,54.89,7.2,Zaid,South,Medium,Groundnut
Sandy,31.31,58.79,83.71,6.51,Kharif,South,Medium,Groundnut
